CA-2016-152156,11/8/2016,11/11/2016,Second Class,Claire Gute,Consumer,South,Kentucky,Henderson,Furniture,Bookcases,Bush Somerset Collection Bookcase,261.959991455078,2,0,41.9136,3
CA-2016-152156,11/8/2016,11/11/2016,Second Class,Claire Gute,Consumer,South,Kentucky,Henderson,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",731.940002441406,3,0,219.582,3
CA-2016-138688,6/12/2016,6/16/2016,Second Class,Darrin Van Huff,Corporate,West,California,Los Angeles,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,14.6199998855591,2,0,6.8714,4
US-2015-108966,10/11/2015,10/18/2015,Standard Class,Sean O'Donnell,Consumer,South,Florida,Fort Lauderdale,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,957.577514648438,5,0.449999988079071,-383.031,7
US-2015-108966,10/11/2015,10/18/2015,Standard Class,Sean O'Donnell,Consumer,South,Florida,Fort Lauderdale,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,22.3680000305176,2,0.200000002980232,2.5164,7
CA-2014-115812,6/9/2014,6/14/2014,Standard Class,Brosina Hoffman,Consumer,West,California,Los Angeles,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",48.8600006103516,7,0,14.1694,5
CA-2014-115812,6/9/2014,6/14/2014,Standard Class,Brosina Hoffman,Consumer,West,California,Los Angeles,Office Supplies,Art,Newell 322,7.28000020980835,4,0,1.9656,5
CA-2014-115812,6/9/2014,6/14/2014,Standard Class,Brosina Hoffman,Consumer,West,California,Los Angeles,Technology,Phones,Mitel 5320 IP Phone VoIP phone,907.151977539063,6,0.200000002980232,90.7152,5
CA-2014-115812,6/9/2014,6/14/2014,Standard Class,Brosina Hoffman,Consumer,West,California,Los Angeles,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,18.503999710083,3,0.200000002980232,5.7825,5
CA-2014-115812,6/9/2014,6/14/2014,Standard Class,Brosina Hoffman,Consumer,West,California,Los Angeles,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,114.900001525879,5,0,34.47,5
CA-2014-115812,6/9/2014,6/14/2014,Standard Class,Brosina Hoffman,Consumer,West,California,Los Angeles,Furniture,Tables,Chromcraft Rectangular Conference Tables,1706.18395996094,9,0.200000002980232,85.3092,5
CA-2014-115812,6/9/2014,6/14/2014,Standard Class,Brosina Hoffman,Consumer,West,California,Los Angeles,Technology,Phones,Konftel 250 Conference phone - Charcoal black,911.424011230469,4,0.200000002980232,68.3568,5
CA-2017-114412,4/15/2017,4/20/2017,Standard Class,Andrew Allen,Consumer,South,North Carolina,Concord,Office Supplies,Paper,Xerox 1967,15.5520000457764,3,0.200000002980232,5.4432,5
CA-2016-161389,12/5/2016,12/10/2016,Standard Class,Irene Maddox,Consumer,West,Washington,Seattle,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,407.976013183594,3,0.200000002980232,132.5922,5
US-2015-118983,11/22/2015,11/26/2015,Standard Class,Harold Pawlan,Home Office,Central,Texas,Fort Worth,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",68.8099975585938,5,0.800000011920929,-123.858,4
US-2015-118983,11/22/2015,11/26/2015,Standard Class,Harold Pawlan,Home Office,Central,Texas,Fort Worth,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,2.54399991035461,3,0.800000011920929,-3.816,4
CA-2014-105893,11/11/2014,11/18/2014,Standard Class,Pete Kriz,Consumer,Central,Wisconsin,Madison,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",665.880004882813,6,0,13.3176,7
CA-2014-167164,5/13/2014,5/15/2014,Second Class,Alejandro Grove,Consumer,West,Utah,West Jordan,Office Supplies,Storage,Fellowes Super Stor/Drawer,55.5,2,0,9.99,2
CA-2014-143336,8/27/2014,9/1/2014,Second Class,Zuschuss Donatelli,Consumer,West,California,San Francisco,Office Supplies,Art,Newell 341,8.5600004196167,2,0,2.4824,5
CA-2014-143336,8/27/2014,9/1/2014,Second Class,Zuschuss Donatelli,Consumer,West,California,San Francisco,Technology,Phones,Cisco SPA 501G IP Phone,213.479995727539,3,0.200000002980232,16.011,5
CA-2014-143336,8/27/2014,9/1/2014,Second Class,Zuschuss Donatelli,Consumer,West,California,San Francisco,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",22.7199993133545,4,0.200000002980232,7.384,5
CA-2016-137330,12/9/2016,12/13/2016,Standard Class,Ken Black,Corporate,Central,Nebraska,Fremont,Office Supplies,Art,Newell 318,19.4599990844727,7,0,5.0596,4
CA-2016-137330,12/9/2016,12/13/2016,Standard Class,Ken Black,Corporate,Central,Nebraska,Fremont,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",60.3400001525879,7,0,15.6884,4
US-2017-156909,7/16/2017,7/18/2017,Second Class,Sandra Flanagan,Consumer,East,Pennsylvania,Philadelphia,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",71.3720016479492,2,0.300000011920929,-1.0196,2
CA-2015-106320,9/25/2015,9/30/2015,Standard Class,Emily Burns,Consumer,West,Utah,Orem,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1044.63000488281,3,0,240.2649,5
CA-2016-121755,1/16/2016,1/20/2016,Second Class,Eric Hoffmann,Consumer,West,California,Los Angeles,Office Supplies,Binders,Wilson Jones Active Use Binders,11.6479997634888,2,0.200000002980232,4.2224,4
CA-2016-121755,1/16/2016,1/20/2016,Second Class,Eric Hoffmann,Consumer,West,California,Los Angeles,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,90.5699996948242,3,0,11.7741,4
US-2015-150630,9/17/2015,9/21/2015,Standard Class,Tracy Blumstein,Consumer,East,Pennsylvania,Philadelphia,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",3083.42993164063,7,0.5,-1665.0522,4
US-2015-150630,9/17/2015,9/21/2015,Standard Class,Tracy Blumstein,Consumer,East,Pennsylvania,Philadelphia,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,9.61800003051758,2,0.699999988079071,-7.0532,4
US-2015-150630,9/17/2015,9/21/2015,Standard Class,Tracy Blumstein,Consumer,East,Pennsylvania,Philadelphia,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",124.199996948242,3,0.200000002980232,15.525,4
US-2015-150630,9/17/2015,9/21/2015,Standard Class,Tracy Blumstein,Consumer,East,Pennsylvania,Philadelphia,Office Supplies,Envelopes,Poly String Tie Envelopes,3.26399993896484,2,0.200000002980232,1.1016,4
US-2015-150630,9/17/2015,9/21/2015,Standard Class,Tracy Blumstein,Consumer,East,Pennsylvania,Philadelphia,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",86.3040008544922,6,0.200000002980232,9.7092,4
US-2015-150630,9/17/2015,9/21/2015,Standard Class,Tracy Blumstein,Consumer,East,Pennsylvania,Philadelphia,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",6.85799980163574,6,0.699999988079071,-5.715,4
US-2015-150630,9/17/2015,9/21/2015,Standard Class,Tracy Blumstein,Consumer,East,Pennsylvania,Philadelphia,Office Supplies,Art,Lumber Crayons,15.7600002288818,2,0.200000002980232,3.546,4
CA-2017-107727,10/19/2017,10/23/2017,Second Class,Matt Abelman,Home Office,Central,Texas,Houston,Office Supplies,Paper,Easy-staple paper,29.4720001220703,3,0.200000002980232,9.9468,4
CA-2016-117590,12/8/2016,12/10/2016,First Class,Gene Hale,Corporate,Central,Texas,Richardson,Technology,Phones,GE 30524EE4,1097.5439453125,7,0.200000002980232,123.4737,2
CA-2016-117590,12/8/2016,12/10/2016,First Class,Gene Hale,Corporate,Central,Texas,Richardson,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",190.919998168945,5,0.600000023841858,-147.963,2
CA-2015-117415,12/27/2015,12/31/2015,Standard Class,Steve Nguyen,Home Office,Central,Texas,Houston,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",113.328002929688,9,0.200000002980232,35.415,4
CA-2015-117415,12/27/2015,12/31/2015,Standard Class,Steve Nguyen,Home Office,Central,Texas,Houston,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",532.399169921875,3,0.319999992847443,-46.9764,4
CA-2015-117415,12/27/2015,12/31/2015,Standard Class,Steve Nguyen,Home Office,Central,Texas,Houston,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",212.057998657227,3,0.300000011920929,-15.147,4
CA-2015-117415,12/27/2015,12/31/2015,Standard Class,Steve Nguyen,Home Office,Central,Texas,Houston,Technology,Phones,Plantronics HL10 Handset Lifter,371.167999267578,4,0.200000002980232,41.7564,4
CA-2017-120999,9/10/2017,9/15/2017,Standard Class,Linda Cazamias,Corporate,Central,Illinois,Naperville,Technology,Phones,Panasonic Kx-TS550,147.167999267578,4,0.200000002980232,16.5564,5
CA-2016-101343,7/17/2016,7/22/2016,Standard Class,Ruben Ausman,Corporate,West,California,Los Angeles,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",77.879997253418,2,0,3.894,5
CA-2017-139619,9/19/2017,9/23/2017,Standard Class,Erin Smith,Corporate,South,Florida,Melbourne,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",95.6159973144531,2,0.200000002980232,9.5616,4
