CA-2016-108196,Cindy Stewart,East,Machines,4499.98486328125,0.699999988079071,-6599.978
US-2017-168116,Grant Thornton,South,Machines,7999.97998046875,0.5,-3839.9904
CA-2014-169019,Luke Foster,Central,Binders,2177.583984375,0.800000011920929,-3701.8928
CA-2017-134845,Sharelle Roach,West,Machines,2549.98510742188,0.699999988079071,-3399.98
US-2017-122714,Henry Goldwyn,Central,Binders,1889.98999023438,0.800000011920929,-2929.4845
CA-2015-147830,Natalie Fritzler,East,Machines,1799.99401855469,0.699999988079071,-2639.9912
CA-2017-131254,Nathan Cano,Central,Binders,1525.18798828125,0.800000011920929,-2287.782
CA-2015-116638,Joseph Holt,South,Tables,4297.64404296875,0.400000005960464,-1862.3124
CA-2016-130946,Zuschuss Carroll,Central,Binders,1088.7919921875,0.800000011920929,-1850.9464
CA-2014-145317,Sean Miller,South,Machines,22638.48046875,0.5,-1811.0784
US-2015-150630,Tracy Blumstein,East,Bookcases,3083.42993164063,0.5,-1665.0522
CA-2014-165309,Karen Daniels,Central,Binders,896.989990234375,0.800000011920929,-1480.0335
CA-2014-139892,Becky Martin,Central,Machines,8159.9521484375,0.400000005960464,-1359.992
US-2017-120390,Tracy Hopkins,South,Binders,1633.18798828125,0.699999988079071,-1306.5504
CA-2017-128363,Dan Campbell,South,Binders,1614.58203125,0.699999988079071,-1237.8462
CA-2015-140025,Peter Fuller,Central,Appliances,463.247985839844,0.800000011920929,-1181.2824
CA-2017-152093,Skye Norling,Central,Binders,762.593994140625,0.800000011920929,-1143.891
US-2017-148551,David Bremer,Central,Binders,760.97998046875,0.800000011920929,-1141.47
CA-2015-155600,Rose O'Brian,South,Binders,1598.05798339844,0.699999988079071,-1065.372
CA-2017-158379,Joseph Airdo,East,Supplies,4663.73583984375,0.200000002980232,-1049.3406
CA-2015-105571,Christine Phan,South,Binders,1345.48498535156,0.699999988079071,-1031.5385
US-2017-162558,Dean percer,South,Tables,2314.11596679688,0.400000005960464,-1002.7836
CA-2017-159100,Victoria Pisteka,South,Tables,1875.25805664063,0.400000005960464,-968.8833
CA-2015-146262,Victoria Wilson,East,Machines,1188,0.699999988079071,-950.40
CA-2014-127299,John Lee,South,Machines,2624.98510742188,0.5,-944.9946
US-2016-157490,Laurel Beltran,West,Machines,703.710021972656,0.699999988079071,-938.28
US-2017-165344,Sean Braxton,East,Machines,652.994995117188,0.699999988079071,-935.9595
CA-2016-107783,Olvera Toch,East,Binders,1369.76403808594,0.699999988079071,-913.176
CA-2015-141565,Barry Gonzalez,South,Binders,1369.76403808594,0.699999988079071,-913.176
CA-2016-109869,Tanja Norvell,West,Tables,1272.63000488281,0.5,-814.4832
US-2015-103471,Jim Radford,West,Bookcases,590.057983398438,0.699999988079071,-786.744
CA-2016-103982,Alex Avila,Central,Supplies,3930.07202148438,0.200000002980232,-786.0144
US-2017-147221,Joy Smith,Central,Appliances,294.619995117188,0.800000011920929,-766.012
CA-2016-158099,Paul Knutson,East,Binders,1141.46997070313,0.699999988079071,-760.98
CA-2014-108609,Anthony Jacobs,East,Tables,1421.66394042969,0.400000005960464,-734.5264
CA-2016-132479,Michael Kennedy,Central,Binders,442.372009277344,0.800000011920929,-729.9138
CA-2014-148383,Resi Pölking,West,Binders,946.763977050781,0.699999988079071,-694.2936
CA-2017-142090,Shahid Collister,South,Tables,1781.68200683594,0.400000005960464,-653.2834
US-2016-114013,Stewart Carmichael,East,Machines,449.100006103516,0.699999988079071,-643.71
CA-2017-118892,Tom Prescott,East,Chairs,4416.173828125,0.300000011920929,-630.882
US-2017-110576,Ross Baird,East,Tables,2065.32006835938,0.400000005960464,-619.596
US-2014-115196,Daniel Lacy,South,Machines,1299.98999023438,0.5,-571.9956
US-2017-124968,Michelle Moray,Central,Tables,765.625,0.5,-566.5625
CA-2014-122882,Sean Braxton,East,Machines,399.540008544922,0.699999988079071,-559.356
